Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2021-09-30,"Tuesday’s Gone",5.11a,"Hung once at a spot where I shouldn’t have. Didn’t find the jug 6” from the shitty hold I was on. Otherwise went through the cruxes fairly confidently! Didn’t have to make any crazy boulder moves like the others who climbed it",https://www.mountainproject.com/route/117940677/tuesdays-gone,1,"Oregon > Central Oregon > Smith Rock > (v) Monument Area > (7) The Monument > The Monument Base Area",3.4,-1,TR,,Sport,,90,4600
2021-09-30,"Imposter Complex",5.10b,,https://www.mountainproject.com/route/117375810/imposter-complex,1,"Oregon > Central Oregon > Smith Rock > (v) Monument Area > (7) The Monument > The Monument Base Area",2.9,-1,Lead,Onsight,Sport,,85,2900
2021-09-30,"Snow Bunny",5.8,,https://www.mountainproject.com/route/108416344/snow-bunny,1,"Oregon > Central Oregon > Smith Rock > (v) Monument Area > (7) The Monument > The Monument Base Area",2.3,-1,Lead,Onsight,Sport,,,2100
2021-09-30,"The Tutorial",5.10a,,https://www.mountainproject.com/route/117126919/the-tutorial,1,"Oregon > Central Oregon > Smith Rock > (v) Monument Area > (7) The Monument > The Monument Base Area",2.5,-1,Lead,Onsight,Sport,,85,2600
2021-09-29,"Cinnamon Slab",5.6,"Climbed with approach shoes and packs to access Spider-Man ",https://www.mountainproject.com/route/106063719/cinnamon-slab,2,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",2.7,-1,Lead,,Trad,,80,1600
2021-09-29,"Moons of Pluto",5.10d,"Totally clean and confident :)",https://www.mountainproject.com/route/105803003/moons-of-pluto,1,"Oregon > Central Oregon > Smith Rock > (q) Mesa Verde Wall",3.8,4,TR,,Sport,,95,3500
2021-09-29,Spiderman,5.7,,https://www.mountainproject.com/route/105793920/spiderman,2,"Oregon > Central Oregon > Smith Rock > (p) Spiderman Buttress",3.4,-1,Lead,Onsight,Trad,,180,1800
2021-09-28,Anonymity,5.9,,https://www.mountainproject.com/route/106289316/anonymity,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",2.1,-1,TR,,Sport,,60,2400
2021-09-28,"Teddy Bear's Picnic",5.10b,"Climbed first pitch. Awesome!",https://www.mountainproject.com/route/105806895/teddy-bears-picnic,1,"Oregon > Central Oregon > Smith Rock > (a) Picnic Lunch Wall",2.8,-1,Lead,Onsight,Sport,,270,2900
2021-09-28,"Lion's Jaw",5.8,,https://www.mountainproject.com/route/105820721/lions-jaw,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",3.1,-1,Lead,Onsight,Trad,,80,2100
2021-09-28,"Honey Pot",5.9+,,https://www.mountainproject.com/route/105814633/honey-pot,1,"Oregon > Central Oregon > Smith Rock > (a) Picnic Lunch Wall",2.8,-1,Lead,Flash,Sport,,80,2500
2021-09-26,"Death Of a Raven",5.8,,https://www.mountainproject.com/route/108424150/death-of-a-raven,1,"Oregon > Central Oregon > Smith Rock > (w) The Marsupials > Brogan Spire > Southside",3.0,-1,Lead,,Sport,,,2100
2021-09-26,"Round There",5.7,"Fell on my ass before first bolt. Ouch!",https://www.mountainproject.com/route/106194074/round-there,1,"Oregon > Central Oregon > Smith Rock > (w) The Marsupials > Koala Rock",2.6,-1,Lead,Fell/Hung,Sport,,,1800
2021-09-26,"Thin Air",5.10a,,https://www.mountainproject.com/route/105802279/thin-air,3,"Oregon > Central Oregon > Smith Rock > (w) The Marsupials > Koala Rock",3.2,-1,Lead,Onsight,Trad,,200,2600
2021-09-26,"Lusty Lady",5.8,,https://www.mountainproject.com/route/112121271/lusty-lady,1,"Oregon > Central Oregon > Smith Rock > (w) The Marsupials > Mud Pile",2.8,-1,Lead,Onsight,Sport,,100,2100
2021-09-25,Papillion,5.8+,,https://www.mountainproject.com/route/106033085/papillion,1,"Oregon > Central Oregon > Smith Rock > (u) Red Wall",2.3,-1,Lead,Onsight,Sport,,,2200
2021-09-24,"Wherever I May Roam",5.9,,https://www.mountainproject.com/route/105821077/wherever-i-may-roam,3,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (6) Northwest Face",3.3,4,Lead,Onsight,Sport,,400,2400
2021-09-23,"5 Gallon Buckets",5.8,"Perhaps overrated",https://www.mountainproject.com/route/105789060/5-gallon-buckets,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",3.2,3,Lead,Onsight,Sport,5.8,60,2100
2021-09-23,"When Llamas Bolt",5.11a,,https://www.mountainproject.com/route/105822349/when-llamas-bolt,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (3) Phoenix",2.2,-1,TR,,Sport,,70,4600
2021-09-23,"Hissing Llamas",5.8,,https://www.mountainproject.com/route/105822353/hissing-llamas,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (3) Phoenix",2.8,-1,Lead,Onsight,Sport,,70,2100
2021-09-23,"Fred On Air",5.10d,,https://www.mountainproject.com/route/105812555/fred-on-air,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (3) Phoenix",2.8,-1,TR,,Sport,,80,3500
2021-09-23,"Drill 'Em and Fill 'Em",5.10a,,https://www.mountainproject.com/route/105812551/drill-em-and-fill-em,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (3) Phoenix",2.1,-1,Lead,Onsight,Sport,,80,2600
2021-09-23,Phoenix,5.10a,"First 10a onsight!",https://www.mountainproject.com/route/105790327/phoenix,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (3) Phoenix",3.0,-1,Lead,Onsight,Sport,,90,2600
2021-09-23,"JT's Route",5.10b,"First 10b onsight!",https://www.mountainproject.com/route/105812559/jts-route,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (3) Phoenix",3.2,-1,Lead,Onsight,Sport,,80,2900
2021-09-22,"Under the Gun",5.10a,,https://www.mountainproject.com/route/108424205/under-the-gun,1,"Oregon > Central Oregon > Smith Rock > (w) The Marsupials > Brogan Spire > Southside",2.0,-1,Lead,Fell/Hung,Sport,,,2600
2021-09-22,"Death Of a Raven",5.8,,https://www.mountainproject.com/route/108424150/death-of-a-raven,1,"Oregon > Central Oregon > Smith Rock > (w) The Marsupials > Brogan Spire > Southside",3.0,-1,Lead,Onsight,Sport,,,2100
2021-09-22,"Walking on Broken Glass",5.10d,,https://www.mountainproject.com/route/105812674/walking-on-broken-glass,1,"Oregon > Central Oregon > Smith Rock > (w) The Marsupials > Brogan Spire > Southside",2.8,-1,TR,,Sport,,40,3500
2021-09-22,"Short Sharp Shock",5.10b,"Should come back to redpoint",https://www.mountainproject.com/route/107653142/short-sharp-shock,1,"Oregon > Central Oregon > Smith Rock > (w) The Marsupials > Brogan Spire > Southside",2.8,-1,Lead,Fell/Hung,Sport,,,2900
2021-09-22,"Living Blindly",5.7,,https://www.mountainproject.com/route/106775995/living-blindly,3,"Oregon > Central Oregon > Smith Rock > (w) The Marsupials > Tail and Opossum",2.8,-1,Lead,Onsight,Sport,,250,1800
2021-09-22,"Cave Route","5.7 R",,https://www.mountainproject.com/route/105812662/cave-route,3,"Oregon > Central Oregon > Smith Rock > (w) The Marsupials > Brogan Spire > Southside",2.9,-1,Lead,Onsight,Trad,,250,1800
2021-09-21,"Honey Pot",5.9+,,https://www.mountainproject.com/route/105814633/honey-pot,1,"Oregon > Central Oregon > Smith Rock > (a) Picnic Lunch Wall",2.8,-1,Lead,Onsight,Sport,,80,2500
2021-09-21,"First Kiss",5.7,,https://www.mountainproject.com/route/105852652/first-kiss,5,"Oregon > Central Oregon > Smith Rock > (t) Kiss of the Lepers Buttress",3.2,-1,Lead,Onsight,Sport,,450,1800
2021-09-21,"Dirty Pinkos",5.9+,,https://www.mountainproject.com/route/108347741/dirty-pinkos,4,"Oregon > Central Oregon > Smith Rock > (u) Red Wall",3.4,-1,Lead,Onsight,Sport,,,2500
2021-09-20,"Voyage of the Cowdog",5.8+,,https://www.mountainproject.com/route/106673268/voyage-of-the-cowdog,3,"Oregon > Central Oregon > Smith Rock > (a) Picnic Lunch Wall",3.3,-1,Lead,Onsight,Sport,,260,2200
2021-09-19,"Rabbit Stew",5.7,,https://www.mountainproject.com/route/106154378/rabbit-stew,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",2.4,-1,TR,,Trad,,70,1800
2021-09-19,"Phone Call From Satan",5.9,,https://www.mountainproject.com/route/105803921/phone-call-from-satan,1,"Oregon > Central Oregon > Smith Rock > (e) Western Ship - River Face",3.1,3,Lead,Onsight,Sport,,95,2400
2021-09-19,"Bunny Face",5.7,,https://www.mountainproject.com/route/106154363/bunny-face,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",2.5,-1,Lead,Onsight,Sport,,150,1800
2021-09-19,"Helium Woman",5.9,,https://www.mountainproject.com/route/106193133/helium-woman,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",2.4,-1,Lead,Onsight,Sport,,,2400
2021-09-19,Lycopodophyta,5.7,,https://www.mountainproject.com/route/105804014/lycopodophyta,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",2.5,-1,Lead,Onsight,Trad,,170,1800
2021-09-19,"Rodney's Chocolate Frosted Love Donut",5.8,,https://www.mountainproject.com/route/106190927/rodneys-chocolate-frosted-love-donut,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",1.9,-1,Lead,Onsight,Sport,,,2100
2021-09-19,"Cinnamon Slab",5.6,,https://www.mountainproject.com/route/106063719/cinnamon-slab,2,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",2.7,-1,Lead,Onsight,Trad,,80,1600
2021-09-19,"Ginger Snap",5.8,,https://www.mountainproject.com/route/106190814/ginger-snap,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",2.1,-1,Lead,Onsight,Sport,,,2100
2021-09-19,"Cry Baby",5.8+,,https://www.mountainproject.com/route/105802285/cry-baby,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",3.1,-1,Lead,Onsight,Sport,,180,2200
2021-09-16,"Shake It Don't Break It",5.5,,https://www.mountainproject.com/route/106399185/shake-it-dont-break-it,1,"Washington > Central Region > Frenchman Coulee (Vantage) > The Feathers > The North Side",1.9,-1,Lead,Onsight,Sport,,60,1500
2021-09-16,"Where the Sidewalk Ends",5.1,,https://www.mountainproject.com/route/106403110/where-the-sidewalk-ends,1,"Washington > Central Region > Frenchman Coulee (Vantage) > The Feathers > The North Side",2.1,-1,Lead,Onsight,Sport,,45,1100
2021-09-16,"Canary Corner",5.8,,https://www.mountainproject.com/route/112910300/canary-corner,1,"Washington > Central Region > Frenchman Coulee (Vantage) > The Feathers > The North Side",2.2,-1,Lead,Onsight,Sport,,50,2100
2021-09-16,"Satan's Little Helper",5.8,,https://www.mountainproject.com/route/105793703/satans-little-helper,1,"Washington > Central Region > Frenchman Coulee (Vantage) > The Feathers > The North Side",2.4,-1,Lead,,Sport,,60,2100
2021-09-16,"Updrafts to Heaven",5.4,,https://www.mountainproject.com/route/106582665/updrafts-to-heaven,1,"Washington > Central Region > Frenchman Coulee (Vantage) > The Feathers > The South Side",2.6,-1,Lead,Onsight,Sport,,45,1400
2021-09-16,"Don Coyote",5.8,,https://www.mountainproject.com/route/106020957/don-coyote,1,"Washington > Central Region > Frenchman Coulee (Vantage) > The Feathers > The South Side",2.5,-1,Lead,Onsight,Sport,,40,2100
2021-09-16,"The Uprising",5.8,,https://www.mountainproject.com/route/105996964/the-uprising,1,"Washington > Central Region > Frenchman Coulee (Vantage) > The Feathers > The North Side",2.6,-1,Lead,Onsight,Sport,,50,2100
2021-09-16,"Mandatory Suicide",5.4,,https://www.mountainproject.com/route/106403153/mandatory-suicide,1,"Washington > Central Region > Frenchman Coulee (Vantage) > The Feathers > The North Side",2.4,-1,Lead,,Sport,,50,1400
2021-09-15,"Pony Keg",5.9,,https://www.mountainproject.com/route/105801790/pony-keg,1,"Washington > Central Region > Frenchman Coulee (Vantage) > Echo Basin > Sunshine Wall > (c) King Pins",2.8,-1,TR,,Trad,,,2400
2021-09-15,"Throbbing Gristle",5.9,,https://www.mountainproject.com/route/105802373/throbbing-gristle,1,"Washington > Central Region > Frenchman Coulee (Vantage) > Echo Basin > Sunshine Wall > (c) King Pins",2.5,-1,Lead,,Sport,,80,2400
2021-09-15,Whipsaw,5.9,,https://www.mountainproject.com/route/106399171/whipsaw,1,"Washington > Central Region > Frenchman Coulee (Vantage) > Echo Basin > Sunshine Wall > (c) King Pins",2.4,-1,Lead,Onsight,Sport,,60,2400
2021-09-15,"Clip 'em or Skip 'em",5.8,,https://www.mountainproject.com/route/106399166/clip-em-or-skip-em,1,"Washington > Central Region > Frenchman Coulee (Vantage) > Echo Basin > Sunshine Wall > (c) King Pins",2.4,-1,Lead,Onsight,Sport,,65,2100
2021-09-15,"Vantage Point",5.8,,https://www.mountainproject.com/route/106399158/vantage-point,1,"Washington > Central Region > Frenchman Coulee (Vantage) > Echo Basin > Sunshine Wall > (c) King Pins",2.6,-1,Lead,,Sport,,60,2100
2021-09-15,"The Chossmaster",5.7,,https://www.mountainproject.com/route/106399178/the-chossmaster,2,"Washington > Central Region > Frenchman Coulee (Vantage) > Echo Basin > Sunshine Wall > (c) King Pins",2.6,-1,Lead,Onsight,Sport,,90,1800
2021-09-15,"Crossing the Threshold",5.8,,https://www.mountainproject.com/route/106582684/crossing-the-threshold,1,"Washington > Central Region > Frenchman Coulee (Vantage) > Echo Basin > Sunshine Wall > (c) King Pins",2.9,-1,TR,,Trad,,75,2100
2021-09-15,"Air Guitar",5.10a,,https://www.mountainproject.com/route/105802381/air-guitar,1,"Washington > Central Region > Frenchman Coulee (Vantage) > Echo Basin > Sunshine Wall > (c) King Pins",3.4,-1,TR,,Trad,,,2600
2021-09-15,"Justified Ancients of Mu Mu",5.8,,https://www.mountainproject.com/route/107105422/justified-ancients-of-mu-mu,1,"Washington > Central Region > Frenchman Coulee (Vantage) > Echo Basin > Sunshine Wall > (c) King Pins",2.1,-1,Lead,Onsight,Sport,,75,2100
2021-09-13,"Straight Street",5.9,"Linked pitches with two ropes…would not recommend. Upper undercling traverse seemed like it would have been fun without horrendous drag/weight",https://www.mountainproject.com/route/106008012/straight-street,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > Duty Dome - Warrior Wall - Peek-a-boo Area > Off Duty Area",3.1,-1,Lead,Onsight,"Trad, Sport",,175,2400
2021-09-12,Canary,5.8+,"Led 2nd pitch. Start reminded me of Gunks!",https://www.mountainproject.com/route/105790788/canary,2,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Tumwater Canyon > Castle Rock > Upper Castle",3.3,-1,Lead,,Trad,,300,2200
2021-09-12,"South Face, Jello Tower",5.8+,,https://www.mountainproject.com/route/105792847/south-face-jello-tower,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Tumwater Canyon > Castle Rock > Upper Castle",3.0,4,Lead,Redpoint,Trad,,80,2200
2021-09-12,Midway,5.6,"Led 1st pitch. TR’d while waiting for South Face",https://www.mountainproject.com/route/105870883/midway,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Tumwater Canyon > Castle Rock > Upper Castle",3.0,-1,Lead,Onsight,Trad,,280,1600
2021-09-11,"X-Crack-Right Finish",5.5,,https://www.mountainproject.com/route/106605334/x-crack-right-finish,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > Eight Mile Area > XY Crag (Chromosome Cracks)",2.2,-1,Lead,Onsight,"Trad, TR",,40,1500
2021-09-11,"Classic Crack",5.8+,"Felt much less secure than other 5.8’s in the area",https://www.mountainproject.com/route/105793864/classic-crack,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > Eight Mile Area > Eight-Mile Rock",3.1,-1,Lead,Fell/Hung,Trad,,50,2200
2021-09-09,"Gun Rack",5.9,"Great roof. Not great second pitch. Wtf?",https://www.mountainproject.com/route/105921065/gun-rack,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Tumwater Canyon > Clem's Holler Area > Clem's Holler",3.0,-1,Lead,Onsight,Sport,,,2400
2021-09-09,"Playin' Possum",5.10a,,https://www.mountainproject.com/route/105794282/playin-possum,2,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Tumwater Canyon > Clem's Holler Area > Clem's Holler",2.5,-1,Lead,Fell/Hung,"Trad, Sport",,240,2600
2021-09-08,"South Face, Jello Tower",5.8+,"Awesome! Hardest lead so far",https://www.mountainproject.com/route/105792847/south-face-jello-tower,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Tumwater Canyon > Castle Rock > Upper Castle",3.0,4,Lead,Fell/Hung,Trad,,80,2200
2021-09-08,"The Fault",5.6,"Climbed first (chimney) pitch to approach Catapult",https://www.mountainproject.com/route/105898533/the-fault,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Tumwater Canyon > Castle Rock > Lower Castle",1.8,-1,Lead,Onsight,Trad,,300,1600
2021-09-08,Catapult,5.8,"Awesome route!",https://www.mountainproject.com/route/106745525/catapult,2,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Tumwater Canyon > Castle Rock > Lower Castle",3.1,4,Lead,Fell/Hung,Trad,,,2100
2021-09-07,"R & D",5.6,"More interesting than expected! Took the direct route up P1 through the first chimney",https://www.mountainproject.com/route/106582065/r-d,3,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > Icicle Buttress and Bob's Wall > Icicle Buttress",2.6,3,Lead,Onsight,Trad,,300,1600
2021-09-07,"Canadians On Horseback",5.6,,https://www.mountainproject.com/route/112217707/canadians-on-horseback,3,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > Icicle Buttress and Bob's Wall > Icicle Buttress",2.3,2,Lead,,Sport,,300,1600
2021-09-05,"West Arete",5.10a,Fun!,https://www.mountainproject.com/route/105921315/west-arete,1,"Washington > South-Central & Yakima > Tieton River > South Fork Cliff > Astral Wall",2.6,-1,Lead,Fell/Hung,Sport,,100,2600
2021-09-05,Hexavalent,5.7+,,https://www.mountainproject.com/route/117691604/hexavalent,1,"Washington > South-Central & Yakima > Tieton River > South Fork Cliff > Hexagonal Satellites",1.8,-1,Lead,Onsight,Sport,,25,1900
2021-09-05,"Ask Marlene Ford",5.10a,,https://www.mountainproject.com/route/117691555/ask-marlene-ford,1,"Washington > South-Central & Yakima > Tieton River > South Fork Cliff > Hexagonal Satellites",2.8,-1,Lead,Fell/Hung,Sport,,50,2600
2021-09-04,Alar,5.8,"Cool lead!",https://www.mountainproject.com/route/108692888/alar,1,"Washington > South-Central & Yakima > Tieton River > The Bend > Bend North",2.3,-1,Lead,Fell/Hung,Trad,,75,2100
2021-09-04,"Wild Beast",5.7,,https://www.mountainproject.com/route/108339478/wild-beast,1,"Washington > South-Central & Yakima > Tieton River > The Bend > Bend North",2.1,-1,Lead,Pinkpoint,Trad,,,1800
2021-09-04,Unfit,5.6,,https://www.mountainproject.com/route/115446432/unfit,1,"Washington > South-Central & Yakima > Tieton River > The Bend > Bend North",1.9,-1,Lead,Onsight,Trad,,40,1600
2021-08-28,Joy,5.6,"Swung leads. Much fun! Spectacular setting…almost looked tropical. 11 hours car to car",https://www.mountainproject.com/route/107186623/joy,10,"International > North America > Canada > Alberta > Kananaskis > Mount Indefatigable",3.3,-1,Lead,Onsight,Trad,,2000,1600
2021-08-26,"Swordfish Trombones",5.10a,"Led 2nd pitch. Tough",https://www.mountainproject.com/route/108314115/swordfish-trombones,2,"International > North America > Canada > Alberta > Banff National Park > Lake Louise > The Back of The Lake > Outhouse Wall",2.4,-1,Lead,Fell/Hung,Trad,,,2600
2021-08-26,"Bone Machine",5.10b,,https://www.mountainproject.com/route/117649156/bone-machine,2,"International > North America > Canada > Alberta > Banff National Park > Lake Louise > The Back of The Lake > Outhouse Wall",3.0,-1,Lead,Fell/Hung,Sport,,115,2900
2021-08-26,"Turtle Mountain",5.10b,,https://www.mountainproject.com/route/108226542/turtle-mountain,1,"International > North America > Canada > Alberta > Banff National Park > Lake Louise > The Back of The Lake > Outhouse Wall",3.2,-1,Lead,Fell/Hung,Sport,,80,2900
2021-08-26,"Public Enemy",5.10a,,https://www.mountainproject.com/route/108226547/public-enemy,1,"International > North America > Canada > Alberta > Banff National Park > Lake Louise > The Back of The Lake > Outhouse Wall",3.2,-1,Lead,Fell/Hung,Sport,,80,2600
2021-08-26,"Pub Night",5.6,,https://www.mountainproject.com/route/109314164/pub-night,1,"International > North America > Canada > Alberta > Banff National Park > Lake Louise > The Back of The Lake > Outhouse Wall",2.9,-1,Lead,Onsight,Trad,,68,1600
2021-08-25,Godzilla,5.9,"Fun enough ",https://www.mountainproject.com/route/118764795/godzilla,4,"International > North America > Canada > Alberta > Bow Valley > Kanga Creek South",2.7,-1,Lead,Onsight,Sport,,250,2400
2021-08-24,"Northwest Ridge",4th,"Fairly fun. Cool exposure near top",https://www.mountainproject.com/route/106076256/northwest-ridge,1,"International > North America > Canada > British Columbia > Bugaboos > Eastpost Spire",2.4,-1,Solo,,"Trad, Alpine",,600,900
2021-08-24,"Toilet Seat","V-easy A0","Terrific positioning",https://www.mountainproject.com/route/113551862/toilet-seat,1,"International > North America > Canada > British Columbia > Bugaboos > Pigeon Spire",4.0,-1,Solo,,"Aid, Boulder, Alpine",,3,20000
2021-08-23,"West Ridge",5.4,"Reached base of route! Ridge was too icy. Climbed snow-covered glacier",https://www.mountainproject.com/route/105869393/west-ridge,1,"International > North America > Canada > British Columbia > Bugaboos > Pigeon Spire",3.9,-1,,,"Trad, Alpine",,1500,1400
2021-08-19,"Free Diver",5.7,"Base to base in 7.5 hours. Led crux pitches",https://www.mountainproject.com/route/117397383/free-diver,1,"International > North America > Canada > Alberta > Jasper National Park > Rainy Day Slab",3.3,-1,Lead,Onsight,"Sport, Alpine",,760,1800
2021-08-18,"Achilles Spire",5.8-,"Swung leads. Led crux pitches. 16 hours car to car",https://www.mountainproject.com/route/112143604/achilles-spire,10,"International > North America > Canada > Alberta > Icefields Parkway > Mount Hector and Mount Andromache",3.7,3,Lead,Onsight,"Sport, Alpine",5.7,1000,2000
2021-08-16,Aftonroe,5.7,"Bailed halfway due to thunderstorm",https://www.mountainproject.com/route/107321855/aftonroe,8,"International > North America > Canada > Alberta > Banff National Park > Mt. Cory > Take it for Granite",3.1,-1,Lead,,Sport,,,1800
2021-08-03,"Thanks Holly",5.8,,https://www.mountainproject.com/route/106272484/thanks-holly,1,"Kentucky > Red River Gorge > Muir Valley > Johnny's Wall",2.1,-1,Lead,Onsight,Sport,,45,2100
2021-08-03,Bethel,5.10a,,https://www.mountainproject.com/route/106614620/bethel,1,"Kentucky > Red River Gorge > Muir Valley > Johnny's Wall",2.9,-1,TR,,Sport,,50,2600
2021-08-03,"59"" DrillBitch",5.10a,,https://www.mountainproject.com/route/106614611/59-drillbitch,1,"Kentucky > Red River Gorge > Muir Valley > Johnny's Wall",2.9,-1,TR,,Sport,,45,2600
2021-08-02,"2 Chicken Butts",5.9,,https://www.mountainproject.com/route/106272501/2-chicken-butts,1,"Kentucky > Red River Gorge > Muir Valley > Johnny's Wall",2.0,-1,Lead,Onsight,Sport,,45,2400
2021-08-02,Spinner,5.10b,,https://www.mountainproject.com/route/106614626/spinner,1,"Kentucky > Red River Gorge > Muir Valley > Johnny's Wall",2.9,-1,Lead,Fell/Hung,Sport,,50,2900
2021-08-02,"Creature Feature",5.9,,https://www.mountainproject.com/route/105889536/creature-feature,1,"Kentucky > Red River Gorge > Northern Gorge > Phantasia",3.2,-1,TR,,Sport,,70,2400
2021-08-02,"Casual Viewing",5.7,,https://www.mountainproject.com/route/105878287/casual-viewing,1,"Kentucky > Red River Gorge > Natural Bridge Region > Global Village",3.5,-1,Follow,,Trad,,70,1800
2021-08-02,"Father and Son",5.7,,https://www.mountainproject.com/route/105872426/father-and-son,1,"Kentucky > Red River Gorge > Natural Bridge Region > Global Village",2.9,-1,Follow,,Trad,,50,1800
2021-08-01,"St. Alfonso's",5.7,"Led 2/3. Lowered from crux. Partner finished route. Scary!",https://www.mountainproject.com/route/105963178/st-alfonsos,1,"Kentucky > Red River Gorge > Northern Gorge > Phantasia",2.7,-1,Lead,Fell/Hung,Trad,,85,1800
2021-08-01,Eureka,5.6,,https://www.mountainproject.com/route/105880926/eureka,1,"Kentucky > Red River Gorge > Natural Bridge Region > Global Village",3.6,-1,Lead,Onsight,Sport,,70,1600
2021-07-31,Vision,5.7,"Hung once. Great lead",https://www.mountainproject.com/route/105880914/vision,1,"Kentucky > Red River Gorge > Natural Bridge Region > Global Village",3.1,-1,Lead,Fell/Hung,Trad,,80,1800
2021-07-15,Metamorphosis,5.8+,,https://www.mountainproject.com/route/105959363/metamorphosis,1,"New Hampshire > *Rumney > Armed and Dangerous (Main Cliff Left)",3.3,-1,Lead,Onsight,Sport,,,2200
2021-06-19,"Easy Verschneidung (Easy V)",5.3,"Funky last pitch!",https://www.mountainproject.com/route/106009517/easy-verschneidung-easy-v,2,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",2.6,-1,Lead,Onsight,Trad,,260,1300
2021-06-18,"High Exposure",5.6,,https://www.mountainproject.com/route/105798994/high-exposure,2,"New York > The Gunks > The Trapps > i. High E",3.8,-1,Lead,Redpoint,Trad,,250,1600
2020-11-09,Betty,5.3,"Fun scamper. Descended after dusk with only one headlamp",https://www.mountainproject.com/route/105920873/betty,1,"New York > The Gunks > The Trapps > b. Jackie and friends",2.9,-1,Lead,Onsight,Trad,,150,1300
2020-11-08,Updraft,5.5,"Led 2nd pitch. Wild!",https://www.mountainproject.com/route/105813398/updraft,1,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",2.6,-1,Lead,,Trad,,230,1500
2020-11-08,Moonlight,5.6,"Led first pitch into Updraft. ",https://www.mountainproject.com/route/105803407/moonlight,1,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.3,-1,Lead,Onsight,Trad,,230,1600
2020-11-07,Horseman,5.5,,https://www.mountainproject.com/route/105799721/horseman,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",3.5,-1,Lead,Onsight,Trad,,120,1500
2020-10-05,"Jim Dandy",5.4,,https://www.mountainproject.com/route/105874054/jim-dandy,2,"North Carolina > 2. Northern Mountains Region > Linville Gorge > Table Rock",2.6,-1,Lead,,Trad,,300,1400
2020-10-05,"My Route",5.6,,https://www.mountainproject.com/route/105925492/my-route,2,"North Carolina > 2. Northern Mountains Region > Linville Gorge > Table Rock",3.1,-1,Lead,,Trad,,250,1600
2020-10-05,"The Prow",5.4,,https://www.mountainproject.com/route/105874010/the-prow,3,"North Carolina > 2. Northern Mountains Region > Linville Gorge > Amphitheater",3.1,-1,Lead,Onsight,Trad,,500,1400
2020-10-05,"The Mummy",5.5,,https://www.mountainproject.com/route/105905544/the-mummy,3,"North Carolina > 2. Northern Mountains Region > Linville Gorge > Amphitheater",3.5,-1,Lead,Onsight,Trad,,350,1500
2020-10-04,"The Great Arch",5.5,,https://www.mountainproject.com/route/105887520/the-great-arch,3,"North Carolina > 3. Piedmont Region > Stone Mountain > Stone Mountain South Face",3.5,-1,Lead,,Trad,,400,1500
2020-09-11,Rhododendron,5.6,,https://www.mountainproject.com/route/105810485/rhododendron,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",2.7,-1,Lead,Onsight,Trad,,70,1600
